platform,date,day_num,hour,hour_label,is_weekend,holiday_type,likes,shares,comments,engagement_score,is_christmas_season,is_holiday
TikTok,2025-12-16,1,14,02:00 PM,0,,24,6,4,34,1,0
TikTok,2025-12-16,1,15,03:00 PM,0,,34,10,9,53,1,0
TikTok,2025-12-16,1,16,04:00 PM,0,,21,10,4,35,1,0
TikTok,2025-12-16,1,17,05:00 PM,0,,40,10,5,55,1,0
TikTok,2025-12-16,1,18,06:00 PM,0,,19,6,6,31,1,0
TikTok,2025-12-16,1,19,07:00 PM,0,,25,10,7,42,1,0
TikTok,2025-12-16,1,20,08:00 PM,0,,38,7,3,48,1,0
TikTok,2025-12-16,1,21,09:00 PM,0,,51,10,7,68,1,0
TikTok,2025-12-16,1,22,10:00 PM,0,,28,6,11,45,1,0
TikTok,2025-12-16,1,23,11:00 PM,0,,29,6,4,39,1,0
Facebook,2025-12-16,1,0,12:00 AM,0,,11,4,2,17,1,0
Facebook,2025-12-16,1,1,01:00 AM,0,,9,4,1,14,1,0
Facebook,2025-12-16,1,2,02:00 AM,0,,9,3,3,15,1,0
Facebook,2025-12-16,1,3,03:00 AM,0,,10,4,0,14,1,0
Facebook,2025-12-16,1,4,04:00 AM,0,,12,7,2,21,1,0
Facebook,2025-12-16,1,5,05:00 AM,0,,12,5,1,18,1,0
Facebook,2025-12-16,1,6,06:00 AM,0,,12,3,3,18,1,0
Facebook,2025-12-16,1,7,07:00 AM,0,,5,3,1,9,1,0
Facebook,2025-12-16,1,8,08:00 AM,0,,25,0,3,28,1,0
Facebook,2025-12-16,1,9,09:00 AM,0,,11,2,2,15,1,0
Facebook,2025-12-16,1,10,10:00 AM,0,,12,3,2,17,1,0
Facebook,2025-12-16,1,11,11:00 AM,0,,10,3,3,16,1,0
Facebook,2025-12-16,1,12,12:00 PM,0,,9,5,5,19,1,0
Facebook,2025-12-16,1,13,01:00 PM,0,,11,7,0,18,1,0
Facebook,2025-12-16,1,14,02:00 PM,0,,5,2,2,9,1,0
Facebook,2025-12-16,1,15,03:00 PM,0,,19,8,3,30,1,0
Facebook,2025-12-16,1,16,04:00 PM,0,,15,13,9,37,1,0
Facebook,2025-12-16,1,17,05:00 PM,0,,23,1,3,27,1,0
Facebook,2025-12-16,1,18,06:00 PM,0,,28,5,10,43,1,0
Facebook,2025-12-16,1,19,07:00 PM,0,,23,17,7,47,1,0
Facebook,2025-12-16,1,20,08:00 PM,0,,30,10,10,50,1,0
Facebook,2025-12-16,1,21,09:00 PM,0,,25,7,4,36,1,0
Facebook,2025-12-16,1,22,10:00 PM,0,,14,3,1,18,1,0
Facebook,2025-12-16,1,23,11:00 PM,0,,13,4,0,17,1,0
Instagram,2025-12-16,1,0,12:00 AM,0,,12,2,8,22,1,0
Instagram,2025-12-16,1,1,01:00 AM,0,,13,3,3,19,1,0
Instagram,2025-12-16,1,2,02:00 AM,0,,16,3,3,22,1,0
Instagram,2025-12-16,1,3,03:00 AM,0,,7,7,7,21,1,0
Instagram,2025-12-16,1,4,04:00 AM,0,,5,2,4,11,1,0
Instagram,2025-12-16,1,5,05:00 AM,0,,11,0,6,17,1,0
Instagram,2025-12-16,1,6,06:00 AM,0,,20,7,6,33,1,0
Instagram,2025-12-16,1,7,07:00 AM,0,,20,11,3,34,1,0
Instagram,2025-12-16,1,8,08:00 AM,0,,8,3,4,15,1,0
Instagram,2025-12-16,1,9,09:00 AM,0,,6,3,4,13,1,0
Instagram,2025-12-16,1,10,10:00 AM,0,,22,6,1,29,1,0
Instagram,2025-12-16,1,11,11:00 AM,0,,16,4,5,25,1,0
Instagram,2025-12-16,1,12,12:00 PM,0,,19,2,3,24,1,0
Instagram,2025-12-16,1,13,01:00 PM,0,,14,5,0,19,1,0
Instagram,2025-12-16,1,14,02:00 PM,0,,21,8,5,34,1,0
Instagram,2025-12-16,1,15,03:00 PM,0,,22,8,2,32,1,0
Instagram,2025-12-16,1,16,04:00 PM,0,,32,5,8,45,1,0
Instagram,2025-12-16,1,17,05:00 PM,0,,22,9,4,35,1,0
Instagram,2025-12-16,1,18,06:00 PM,0,,20,7,4,31,1,0
Instagram,2025-12-16,1,19,07:00 PM,0,,26,10,3,39,1,0
Instagram,2025-12-16,1,20,08:00 PM,0,,33,19,8,60,1,0
Instagram,2025-12-16,1,21,09:00 PM,0,,30,17,9,56,1,0
Instagram,2025-12-16,1,22,10:00 PM,0,,36,9,3,48,1,0
Instagram,2025-12-16,1,23,11:00 PM,0,,13,9,4,26,1,0
YouTube,2025-12-16,1,0,12:00 AM,0,,14,3,10,27,1,0
YouTube,2025-12-16,1,1,01:00 AM,0,,9,4,6,19,1,0
YouTube,2025-12-16,1,2,02:00 AM,0,,9,3,2,14,1,0
YouTube,2025-12-16,1,3,03:00 AM,0,,9,6,3,18,1,0
YouTube,2025-12-16,1,4,04:00 AM,0,,20,4,5,29,1,0
YouTube,2025-12-16,1,5,05:00 AM,0,,8,0,4,12,1,0
YouTube,2025-12-16,1,6,06:00 AM,0,,10,3,2,15,1,0
YouTube,2025-12-16,1,7,07:00 AM,0,,25,7,5,37,1,0
YouTube,2025-12-16,1,8,08:00 AM,0,,29,9,1,39,1,0
YouTube,2025-12-16,1,9,09:00 AM,0,,15,7,3,25,1,0
YouTube,2025-12-16,1,10,10:00 AM,0,,17,5,5,27,1,0
YouTube,2025-12-16,1,11,11:00 AM,0,,16,3,3,22,1,0
YouTube,2025-12-16,1,12,12:00 PM,0,,14,3,2,19,1,0
YouTube,2025-12-16,1,13,01:00 PM,0,,16,7,2,25,1,0
YouTube,2025-12-16,1,14,02:00 PM,0,,17,5,6,28,1,0
YouTube,2025-12-16,1,15,03:00 PM,0,,13,4,2,19,1,0
YouTube,2025-12-16,1,16,04:00 PM,0,,19,4,2,25,1,0
YouTube,2025-12-16,1,17,05:00 PM,0,,29,7,6,42,1,0
YouTube,2025-12-16,1,18,06:00 PM,0,,31,9,10,50,1,0
YouTube,2025-12-16,1,19,07:00 PM,0,,17,2,2,21,1,0
YouTube,2025-12-16,1,20,08:00 PM,0,,34,9,5,48,1,0
YouTube,2025-12-16,1,21,09:00 PM,0,,48,14,9,71,1,0
YouTube,2025-12-16,1,22,10:00 PM,0,,38,9,9,56,1,0
YouTube,2025-12-16,1,23,11:00 PM,0,,17,13,5,35,1,0
Twitter,2025-12-16,1,0,12:00 AM,0,,9,4,3,16,1,0
Twitter,2025-12-16,1,1,01:00 AM,0,,15,3,2,20,1,0
Twitter,2025-12-16,1,2,02:00 AM,0,,8,5,1,14,1,0
Twitter,2025-12-16,1,3,03:00 AM,0,,8,4,4,16,1,0
Twitter,2025-12-16,1,4,04:00 AM,0,,10,1,4,15,1,0
Twitter,2025-12-16,1,5,05:00 AM,0,,15,3,4,22,1,0
Twitter,2025-12-16,1,6,06:00 AM,0,,22,11,5,38,1,0
Twitter,2025-12-16,1,7,07:00 AM,0,,16,13,2,31,1,0
Twitter,2025-12-16,1,8,08:00 AM,0,,9,4,1,14,1,0
Twitter,2025-12-16,1,9,09:00 AM,0,,11,5,3,19,1,0
Twitter,2025-12-16,1,10,10:00 AM,0,,11,2,3,16,1,0
Twitter,2025-12-16,1,11,11:00 AM,0,,25,6,2,33,1,0
Twitter,2025-12-16,1,12,12:00 PM,0,,25,3,2,30,1,0
Twitter,2025-12-16,1,13,01:00 PM,0,,17,2,4,23,1,0
Twitter,2025-12-16,1,14,02:00 PM,0,,16,8,9,33,1,0
Twitter,2025-12-16,1,15,03:00 PM,0,,20,7,6,33,1,0
Twitter,2025-12-16,1,16,04:00 PM,0,,32,12,4,48,1,0
Twitter,2025-12-16,1,17,05:00 PM,0,,17,4,6,27,1,0
Twitter,2025-12-16,1,18,06:00 PM,0,,20,8,9,37,1,0
Twitter,2025-12-16,1,19,07:00 PM,0,,15,10,4,29,1,0
Twitter,2025-12-16,1,20,08:00 PM,0,,36,11,9,56,1,0
Twitter,2025-12-16,1,21,09:00 PM,0,,32,3,3,38,1,0
Twitter,2025-12-16,1,22,10:00 PM,0,,20,14,2,36,1,0
Twitter,2025-12-16,1,23,11:00 PM,0,,12,3,3,18,1,0
TikTok,2025-12-17,2,0,12:00 AM,0,,7,4,2,13,1,0
TikTok,2025-12-17,2,1,01:00 AM,0,,11,3,2,16,1,0
TikTok,2025-12-17,2,2,02:00 AM,0,,11,5,4,20,1,0
TikTok,2025-12-17,2,3,03:00 AM,0,,8,5,1,14,1,0
TikTok,2025-12-17,2,4,04:00 AM,0,,12,1,4,17,1,0
TikTok,2025-12-17,2,5,05:00 AM,0,,9,1,5,15,1,0
TikTok,2025-12-17,2,6,06:00 AM,0,,20,7,6,33,1,0
TikTok,2025-12-17,2,7,07:00 AM,0,,23,7,2,32,1,0
TikTok,2025-12-17,2,8,08:00 AM,0,,18,5,6,29,1,0
TikTok,2025-12-17,2,9,09:00 AM,0,,7,3,1,11,1,0
TikTok,2025-12-17,2,10,10:00 AM,0,,11,6,1,18,1,0
TikTok,2025-12-17,2,11,11:00 AM,0,,9,5,2,16,1,0
TikTok,2025-12-17,2,12,12:00 PM,0,,17,11,6,34,1,0
TikTok,2025-12-17,2,13,01:00 PM,0,,10,5,3,18,1,0
TikTok,2025-12-17,2,14,02:00 PM,0,,20,6,2,28,1,0
TikTok,2025-12-17,2,15,03:00 PM,0,,28,3,1,32,1,0
TikTok,2025-12-17,2,16,04:00 PM,0,,13,3,5,21,1,0
TikTok,2025-12-17,2,17,05:00 PM,0,,32,11,10,53,1,0
TikTok,2025-12-17,2,18,06:00 PM,0,,19,7,3,29,1,0
TikTok,2025-12-17,2,19,07:00 PM,0,,27,7,3,37,1,0
TikTok,2025-12-17,2,20,08:00 PM,0,,21,6,13,40,1,0
TikTok,2025-12-17,2,21,09:00 PM,0,,38,12,6,56,1,0
TikTok,2025-12-17,2,22,10:00 PM,0,,26,8,3,37,1,0
TikTok,2025-12-17,2,23,11:00 PM,0,,20,7,9,36,1,0
Facebook,2025-12-17,2,0,12:00 AM,0,,12,0,1,13,1,0
Facebook,2025-12-17,2,1,01:00 AM,0,,16,5,0,21,1,0
Facebook,2025-12-17,2,2,02:00 AM,0,,9,4,4,17,1,0
Facebook,2025-12-17,2,3,03:00 AM,0,,8,1,6,15,1,0
Facebook,2025-12-17,2,4,04:00 AM,0,,14,2,0,16,1,0
Facebook,2025-12-17,2,5,05:00 AM,0,,16,2,1,19,1,0
Facebook,2025-12-17,2,6,06:00 AM,0,,10,0,2,12,1,0
Facebook,2025-12-17,2,7,07:00 AM,0,,18,9,6,33,1,0
Facebook,2025-12-17,2,8,08:00 AM,0,,18,8,5,31,1,0
Facebook,2025-12-17,2,9,09:00 AM,0,,13,4,6,23,1,0
Facebook,2025-12-17,2,10,10:00 AM,0,,11,3,4,18,1,0
Facebook,2025-12-17,2,11,11:00 AM,0,,15,5,1,21,1,0
Facebook,2025-12-17,2,12,12:00 PM,0,,22,10,5,37,1,0
Facebook,2025-12-17,2,13,01:00 PM,0,,13,10,4,27,1,0
Facebook,2025-12-17,2,14,02:00 PM,0,,11,1,6,18,1,0
Facebook,2025-12-17,2,15,03:00 PM,0,,13,4,5,22,1,0
Facebook,2025-12-17,2,16,04:00 PM,0,,43,17,8,68,1,0
Facebook,2025-12-17,2,17,05:00 PM,0,,27,6,6,39,1,0
Facebook,2025-12-17,2,18,06:00 PM,0,,45,12,14,71,1,0
Facebook,2025-12-17,2,19,07:00 PM,0,,36,6,4,46,1,0
Facebook,2025-12-17,2,20,08:00 PM,0,,30,11,2,43,1,0
Facebook,2025-12-17,2,21,09:00 PM,0,,30,11,8,49,1,0
Facebook,2025-12-17,2,22,10:00 PM,0,,11,2,3,16,1,0
Facebook,2025-12-17,2,23,11:00 PM,0,,2,5,3,10,1,0
Instagram,2025-12-17,2,0,12:00 AM,0,,11,1,1,13,1,0
Instagram,2025-12-17,2,1,01:00 AM,0,,13,3,3,19,1,0
Instagram,2025-12-17,2,2,02:00 AM,0,,11,3,1,15,1,0
Instagram,2025-12-17,2,3,03:00 AM,0,,9,4,1,14,1,0
Instagram,2025-12-17,2,4,04:00 AM,0,,8,5,6,19,1,0
Instagram,2025-12-17,2,5,05:00 AM,0,,14,3,3,20,1,0
Instagram,2025-12-17,2,6,06:00 AM,0,,19,5,6,30,1,0
Instagram,2025-12-17,2,7,07:00 AM,0,,14,7,5,26,1,0
Instagram,2025-12-17,2,8,08:00 AM,0,,18,1,2,21,1,0
Instagram,2025-12-17,2,9,09:00 AM,0,,7,0,2,9,1,0
Instagram,2025-12-17,2,10,10:00 AM,0,,15,5,3,23,1,0
Instagram,2025-12-17,2,11,11:00 AM,0,,12,1,4,17,1,0
Instagram,2025-12-17,2,12,12:00 PM,0,,13,5,2,20,1,0
Instagram,2025-12-17,2,13,01:00 PM,0,,18,3,2,23,1,0
Instagram,2025-12-17,2,14,02:00 PM,0,,14,3,2,19,1,0
Instagram,2025-12-17,2,15,03:00 PM,0,,19,14,2,35,1,0
Instagram,2025-12-17,2,16,04:00 PM,0,,22,8,4,34,1,0
Instagram,2025-12-17,2,17,05:00 PM,0,,14,9,6,29,1,0
Instagram,2025-12-17,2,18,06:00 PM,0,,9,6,2,17,1,0
Instagram,2025-12-17,2,19,07:00 PM,0,,22,5,7,34,1,0
Instagram,2025-12-17,2,20,08:00 PM,0,,40,11,6,57,1,0
Instagram,2025-12-17,2,21,09:00 PM,0,,31,10,6,47,1,0
Instagram,2025-12-17,2,22,10:00 PM,0,,18,9,1,28,1,0
Instagram,2025-12-17,2,23,11:00 PM,0,,11,3,8,22,1,0
YouTube,2025-12-17,2,0,12:00 AM,0,,8,4,2,14,1,0
YouTube,2025-12-17,2,1,01:00 AM,0,,11,4,1,16,1,0
YouTube,2025-12-17,2,2,02:00 AM,0,,11,5,1,17,1,0
YouTube,2025-12-17,2,3,03:00 AM,0,,7,1,2,10,1,0
YouTube,2025-12-17,2,4,04:00 AM,0,,4,3,1,8,1,0
YouTube,2025-12-17,2,5,05:00 AM,0,,9,3,2,14,1,0
YouTube,2025-12-17,2,6,06:00 AM,0,,7,4,1,12,1,0
YouTube,2025-12-17,2,7,07:00 AM,0,,19,9,3,31,1,0
YouTube,2025-12-17,2,8,08:00 AM,0,,23,8,5,36,1,0
YouTube,2025-12-17,2,9,09:00 AM,0,,22,10,3,35,1,0
YouTube,2025-12-17,2,10,10:00 AM,0,,8,2,3,13,1,0
YouTube,2025-12-17,2,11,11:00 AM,0,,13,4,4,21,1,0
YouTube,2025-12-17,2,12,12:00 PM,0,,25,5,2,32,1,0
YouTube,2025-12-17,2,13,01:00 PM,0,,22,6,2,30,1,0
YouTube,2025-12-17,2,14,02:00 PM,0,,17,4,1,22,1,0
YouTube,2025-12-17,2,15,03:00 PM,0,,12,1,1,14,1,0
YouTube,2025-12-17,2,16,04:00 PM,0,,10,8,2,20,1,0
YouTube,2025-12-17,2,17,05:00 PM,0,,30,10,10,50,1,0
YouTube,2025-12-17,2,18,06:00 PM,0,,26,9,16,51,1,0
YouTube,2025-12-17,2,19,07:00 PM,0,,28,5,7,40,1,0
YouTube,2025-12-17,2,20,08:00 PM,0,,29,6,8,43,1,0
YouTube,2025-12-17,2,21,09:00 PM,0,,44,15,6,65,1,0
YouTube,2025-12-17,2,22,10:00 PM,0,,23,10,3,36,1,0
YouTube,2025-12-17,2,23,11:00 PM,0,,27,13,5,45,1,0
Twitter,2025-12-17,2,0,12:00 AM,0,,7,2,0,9,1,0
Twitter,2025-12-17,2,1,01:00 AM,0,,12,3,0,15,1,0
Twitter,2025-12-17,2,2,02:00 AM,0,,6,3,1,10,1,0
Twitter,2025-12-17,2,3,03:00 AM,0,,8,2,4,14,1,0
Twitter,2025-12-17,2,4,04:00 AM,0,,19,3,1,23,1,0
Twitter,2025-12-17,2,5,05:00 AM,0,,21,5,9,35,1,0
Twitter,2025-12-17,2,6,06:00 AM,0,,14,9,7,30,1,0
Twitter,2025-12-17,2,7,07:00 AM,0,,16,6,2,24,1,0
Twitter,2025-12-17,2,8,08:00 AM,0,,13,3,2,18,1,0
Twitter,2025-12-17,2,9,09:00 AM,0,,11,5,2,18,1,0
Twitter,2025-12-17,2,10,10:00 AM,0,,17,7,4,28,1,0
Twitter,2025-12-17,2,11,11:00 AM,0,,22,8,6,36,1,0
Twitter,2025-12-17,2,12,12:00 PM,0,,21,9,4,34,1,0
Twitter,2025-12-17,2,13,01:00 PM,0,,11,2,1,14,1,0
Twitter,2025-12-17,2,14,02:00 PM,0,,16,12,3,31,1,0
Twitter,2025-12-17,2,15,03:00 PM,0,,27,8,5,40,1,0
Twitter,2025-12-17,2,16,04:00 PM,0,,18,4,3,25,1,0
Twitter,2025-12-17,2,17,05:00 PM,0,,20,9,5,34,1,0
Twitter,2025-12-17,2,18,06:00 PM,0,,31,12,5,48,1,0
Twitter,2025-12-17,2,19,07:00 PM,0,,24,16,6,46,1,0
Twitter,2025-12-17,2,20,08:00 PM,0,,27,7,2,36,1,0
Twitter,2025-12-17,2,21,09:00 PM,0,,28,9,9,46,1,0
Twitter,2025-12-17,2,22,10:00 PM,0,,19,7,4,30,1,0
Twitter,2025-12-17,2,23,11:00 PM,0,,11,1,3,15,1,0
TikTok,2025-12-18,3,0,12:00 AM,0,,12,0,3,15,1,0
TikTok,2025-12-18,3,1,01:00 AM,0,,11,4,4,19,1,0
TikTok,2025-12-18,3,2,02:00 AM,0,,16,4,3,23,1,0
TikTok,2025-12-18,3,3,03:00 AM,0,,13,2,1,16,1,0
TikTok,2025-12-18,3,4,04:00 AM,0,,10,6,4,20,1,0
